year,sex,Age,Prop
1998,Female,24,0.004258446032051954
1998,Male,24,0.0028352602598381354
1998,Male,25,0.0034484969890848363
1998,Female,26,7.934933530889644e-4
1998,Male,26,0.00269748046703831
1998,Female,27,0.0015869867061779287
1998,Male,27,0.004132082456826958
1998,Male,28,0.0013651349852439522
1998,Female,30,7.934933530889644e-4
1998,Male,30,6.961613280805899e-4
1998,Female,31,0.011379353710243614
1998,Male,31,0.0152782313077208
1999,Female,2,0.01270221492959888
1999,Male,2,0.0032747204897903147
1999,Female,3,0.02128274340904388
1999,Male,3,0.012126506220673551
1999,Female,4,0.06996508130620419
1999,Male,4,0.03497859690209549
1999,Female,5,0.073127461762118
1999,Male,5,0.036769457468304595
1999,Female,6,0.03102509808731312
1999,Male,6,0.03240060291321777
1999,Female,7,0.06389780991857798
